pid,an,name,_date,caption,translation,student,keywords,manifest,thumbnail,full
253,9,Plate 253,,Coeffure du Matin. Chapeau-Capote.,Morning hairstyle. Hood-hat.,Jewel Britton,"matin, chapeau, capote",/img/derivatives/iiif/253/manifest.json,"/img/derivatives/iiif/images/253/full/250,/0/default.jpg","/img/derivatives/iiif/images/253/full/1140,/0/default.jpg"
254,9,Plate 254,,Chapeau de Velours. Tunique échancrée.,Velvet hat. Low-necked tunic.,Jewel Britton,"chapeau, échancrée",/img/derivatives/iiif/254/manifest.json,"/img/derivatives/iiif/images/254/full/250,/0/default.jpg","/img/derivatives/iiif/images/254/full/1140,/0/default.jpg"
255,9,Plate 255,,Schall de Casimir. Dents de loup.,Light wool shawl. Serration.,Jewel Britton,"schall, casimir",/img/derivatives/iiif/255/manifest.json,"/img/derivatives/iiif/images/255/full/250,/0/default.jpg","/img/derivatives/iiif/images/255/full/1140,/0/default.jpg"
256,9,Plate 256,,1. Demi-Capotes. 2. Chapeaux de Velours. 3. Demi-Turban. 4. Toquets. 5. Cornette.,1. Half-hoods. 2. Velvet hats. 3. Semi-turbans. 4. Caps. 5. Cornett.,Jewel Britton,"capote, velour, toquet, cornette",/img/derivatives/iiif/256/manifest.json,"/img/derivatives/iiif/images/256/full/250,/0/default.jpg","/img/derivatives/iiif/images/256/full/1140,/0/default.jpg"
257,9,Plate 257,,Chapeau en Velours. Plume dite Pleureuse.,Velvet hat. Feather called weeping.,Jewel Britton,plume,/img/derivatives/iiif/257/manifest.json,"/img/derivatives/iiif/images/257/full/250,/0/default.jpg","/img/derivatives/iiif/images/257/full/1140,/0/default.jpg"
258,9,Plate 258,,Chevelure à la hollandaise. Robe sans Manches.,Dutch hair. Sleeveless dress.,Jewel Britton,"hollandaise, chevelure, manches",/img/derivatives/iiif/258/manifest.json,"/img/derivatives/iiif/images/258/full/250,/0/default.jpg","/img/derivatives/iiif/images/258/full/1140,/0/default.jpg"
259,9,Plate 259,,Toquet à Pointes. Robe de Madras.,Bonnet with lappets. Madras dress.,Jewel Britton,"toquet, pointes, madras",/img/derivatives/iiif/259/manifest.json,"/img/derivatives/iiif/images/259/full/250,/0/default.jpg","/img/derivatives/iiif/images/259/full/1140,/0/default.jpg"
260,9,Plate 260,,Costume de Bal.,Ball costume.,Jewel Britton,"bal, costume",/img/derivatives/iiif/260/manifest.json,"/img/derivatives/iiif/images/260/full/250,/0/default.jpg","/img/derivatives/iiif/images/260/full/1140,/0/default.jpg"
261,9,Plate 261,,Manches lacées. Chaîne en Or et émail.,Laces sleeves. Gold and enamel chain.,Jewel Britton,"manches, chaîne, émail",/img/derivatives/iiif/261/manifest.json,"/img/derivatives/iiif/images/261/full/250,/0/default.jpg","/img/derivatives/iiif/images/261/full/1140,/0/default.jpg"
262,9,Plate 262,,Chapeau de Velours. Fichu quadrillé.,Velvet hat. Squared handkerchief.,Jewel Britton,"fichu, quadrillé, chapeau",/img/derivatives/iiif/262/manifest.json,"/img/derivatives/iiif/images/262/full/250,/0/default.jpg","/img/derivatives/iiif/images/262/full/1140,/0/default.jpg"
263,9,Plate 263,,1. Chapeaux de velours. 2. Chapeau de satin. 3. Toquets brodés. 4. Cornette à pointes. 5. Cornette Ronde d’un côté. 6. Capotes en Satin et en Crêpe.,1. Velvet hats. 2. Satin hat. 3. Embroidered caps. 4. Cornett with lappets. 5. Cornett round on one side. 6. Hoods in Satin and crape.,Jewel Britton,"chapeau, satin, toquet, cornette",/img/derivatives/iiif/263/manifest.json,"/img/derivatives/iiif/images/263/full/250,/0/default.jpg","/img/derivatives/iiif/images/263/full/1140,/0/default.jpg"
264,9,Plate 264,,Chapeau de Velours. Demi Bottines.,Velvet hat. Half ankle-boots.,Jewel Britton,"bottines, chapeau",/img/derivatives/iiif/264/manifest.json,"/img/derivatives/iiif/images/264/full/250,/0/default.jpg","/img/derivatives/iiif/images/264/full/1140,/0/default.jpg"
265,9,Plate 265,,Capote en Velours et Satin blanc.,Hood in velvet and white satin.,Jewel Britton,"capote, velour, satin",/img/derivatives/iiif/265/manifest.json,"/img/derivatives/iiif/images/265/full/250,/0/default.jpg","/img/derivatives/iiif/images/265/full/1140,/0/default.jpg"
266,9,Plate 266,,Voile tenant lieu de Coeffure.,Veil instead of hairstyle.,Jewel Britton,voile,/img/derivatives/iiif/266/manifest.json,"/img/derivatives/iiif/images/266/full/250,/0/default.jpg","/img/derivatives/iiif/images/266/full/1140,/0/default.jpg"
267,9,Plate 267,,Cornette à Barbe d’un côté.,Cornett with chin-strap on one side.,Jewel Britton,"cornette, barbe",/img/derivatives/iiif/267/manifest.json,"/img/derivatives/iiif/images/267/full/250,/0/default.jpg","/img/derivatives/iiif/images/267/full/1140,/0/default.jpg"
268,9,Plate 268,,Costume du Matin.,Morning Costume.,Jewel Britton,matin,/img/derivatives/iiif/268/manifest.json,"/img/derivatives/iiif/images/268/full/250,/0/default.jpg","/img/derivatives/iiif/images/268/full/1140,/0/default.jpg"
269,9,Plate 269,,1. Cornettes. 2. Toquets. 3. Demi-Turban. 4. Capotes. 5. Chapeau de Velours.,1. Cornetts. 2. Caps. 3. Half-turban. 4. Hoods. 5. Velvet hat.,Jewel Britton,"cornette, toquet, turban, capote, velour",/img/derivatives/iiif/269/manifest.json,"/img/derivatives/iiif/images/269/full/250,/0/default.jpg","/img/derivatives/iiif/images/269/full/1140,/0/default.jpg"
270,9,Plate 270,,"Toquet Rond, Brodé. Spencer de Drap.","Round cap, embroidered. Wool broadcloth spencer.",Jewel Britton,"toquet, spencer, drap",/img/derivatives/iiif/270/manifest.json,"/img/derivatives/iiif/images/270/full/250,/0/default.jpg","/img/derivatives/iiif/images/270/full/1140,/0/default.jpg"
271,9,Plate 271,,Semi-Turban. Spencer sans Revers.,,Jewel Britton,"turban, spencer, revers",/img/derivatives/iiif/271/manifest.json,"/img/derivatives/iiif/images/271/full/250,/0/default.jpg","/img/derivatives/iiif/images/271/full/1140,/0/default.jpg"
272,9,Plate 272,,Garnitures de velours appliqué.,,Jewel Britton,"garnitures, velour",/img/derivatives/iiif/272/manifest.json,"/img/derivatives/iiif/images/272/full/250,/0/default.jpg","/img/derivatives/iiif/images/272/full/1140,/0/default.jpg"
273,9,Plate 273,,Coeffure en Diadème. Tunique garnie en feuillage.,Tiara hairstyle. Tunic decorated with greenery.,Jewel Britton,"diadéme, feuillage",/img/derivatives/iiif/273/manifest.json,"/img/derivatives/iiif/images/273/full/250,/0/default.jpg","/img/derivatives/iiif/images/273/full/1140,/0/default.jpg"
274,9,Plate 274,,Coeffure à la Cérès. Sautoir en Serpent.,Ceres hairstyle. Long snaking necklace.,Jewel Britton,"ceres, sautoir, serpant",/img/derivatives/iiif/274/manifest.json,"/img/derivatives/iiif/images/274/full/250,/0/default.jpg","/img/derivatives/iiif/images/274/full/1140,/0/default.jpg"
275,9,Plate 275,,Béguin à pointes. Tablier à corsage.,Bonnet with lappets. Apron with bodice.,Jewel Britton,"béguin, tablier, corsage",/img/derivatives/iiif/275/manifest.json,"/img/derivatives/iiif/images/275/full/250,/0/default.jpg","/img/derivatives/iiif/images/275/full/1140,/0/default.jpg"
276,9,Plate 276,,Chapeau de Velours. Douillette de florence.,Velvet hat. Loose-fitting coat from Florence.,Jewel Britton,"velour, douillette, florence",/img/derivatives/iiif/276/manifest.json,"/img/derivatives/iiif/images/276/full/250,/0/default.jpg","/img/derivatives/iiif/images/276/full/1140,/0/default.jpg"
277,9,Plate 277,1801,Costume Paré.,Dressy costume.,Barthélemy Glama,"paré, maculin",/img/derivatives/iiif/277/manifest.json,"/img/derivatives/iiif/images/277/full/250,/0/default.jpg","/img/derivatives/iiif/images/277/full/1140,/0/default.jpg"
278,9,Plate 278,,1. Capotes. 2. Toquets. 3. Chapeaux de Velours.,1. Hoods. 2. Caps. 3. Velvet hats.,Emily Berger,"capote, toquet",/img/derivatives/iiif/278/manifest.json,"/img/derivatives/iiif/images/278/full/250,/0/default.jpg","/img/derivatives/iiif/images/278/full/1140,/0/default.jpg"
279,9,Plate 279,,Réseau de Jais. Schall Brodé.,Jet net. Embroidered shawl.,Emily Berger,"réseau, jais, schall",/img/derivatives/iiif/279/manifest.json,"/img/derivatives/iiif/images/279/full/250,/0/default.jpg","/img/derivatives/iiif/images/279/full/1140,/0/default.jpg"
280,9,Plate 280,,"Robe de Crêpe et Capote, garnies en acier.","Crape dress et hood, decorated with steel.",Emily Berger,"capote, acier",/img/derivatives/iiif/280/manifest.json,"/img/derivatives/iiif/images/280/full/250,/0/default.jpg","/img/derivatives/iiif/images/280/full/1140,/0/default.jpg"
281,9,Plate 281,,Coeffure au Diadème. Manteau à la Vénus.,Hairstyle with a tiara. Venus-style cloak.,Emily Berger,"diadéme, manteau, vénus",/img/derivatives/iiif/281/manifest.json,"/img/derivatives/iiif/images/281/full/250,/0/default.jpg","/img/derivatives/iiif/images/281/full/1140,/0/default.jpg"
282,9,Plate 282,,Demi Turban. Palatine.,Half-turban. Fur neck-scarf.,Emily Berger,"turban, palatine",/img/derivatives/iiif/282/manifest.json,"/img/derivatives/iiif/images/282/full/250,/0/default.jpg","/img/derivatives/iiif/images/282/full/1140,/0/default.jpg"
283,9,Plate 283,,Costume de Bal.,Ball costume.,Emily Berger,"costume, bal",/img/derivatives/iiif/283/manifest.json,"/img/derivatives/iiif/images/283/full/250,/0/default.jpg","/img/derivatives/iiif/images/283/full/1140,/0/default.jpg"
284,9,Plate 284,,Coeffure en Fichu. Spencer de Velours.,Hairstyle with handkerchief. Velvet spencer.,Emily Berger,"fichu, velour, spencer",/img/derivatives/iiif/284/manifest.json,"/img/derivatives/iiif/images/284/full/250,/0/default.jpg","/img/derivatives/iiif/images/284/full/1140,/0/default.jpg"
285,9,Plate 285,,Coeffure à l’Antique. Schall de Soie.,Classical hairstyle. Silk shawl.,Emily Berger,"antique, soie, schall",/img/derivatives/iiif/285/manifest.json,"/img/derivatives/iiif/images/285/full/250,/0/default.jpg","/img/derivatives/iiif/images/285/full/1140,/0/default.jpg"
286,9,Plate 286,,1. Capotes en Satin et Linon. 2. Capote en Crêpe et Linon. 3. Toquets. 4. Béguins.,1. Hoods in satin and lawn. 2. Hood in crape and lawn. 3. Caps. 4. Bonnets.,Emily Berger,"capote, satin, linon, toquets, béguin",/img/derivatives/iiif/286/manifest.json,"/img/derivatives/iiif/images/286/full/250,/0/default.jpg","/img/derivatives/iiif/images/286/full/1140,/0/default.jpg"
287,9,Plate 287,,Costume de Bal,Ball Costume,Jodi Mikesell,costume bal,/img/derivatives/iiif/287/manifest.json,"/img/derivatives/iiif/images/287/full/250,/0/default.jpg","/img/derivatives/iiif/images/287/full/1140,/0/default.jpg"
288,9,Plate 288,,Costume d’un Jeune Homme.,Young Man’s costume.,Emily Berger,"jeune homme, costume",/img/derivatives/iiif/288/manifest.json,"/img/derivatives/iiif/images/288/full/250,/0/default.jpg","/img/derivatives/iiif/images/288/full/1140,/0/default.jpg"
289,9,Plate 289,,Chapeau à la Lisbeth. Garnitures en Pouf.,Lisbeth-style hat. Puffed decorations.,Emily Berger,"chapeau, lisbeth, pouf",/img/derivatives/iiif/289/manifest.json,"/img/derivatives/iiif/images/289/full/250,/0/default.jpg","/img/derivatives/iiif/images/289/full/1140,/0/default.jpg"
290,9,Plate 290,,Costume de Bal.,Ball costume.,Emily Berger,costume bal,/img/derivatives/iiif/290/manifest.json,"/img/derivatives/iiif/images/290/full/250,/0/default.jpg","/img/derivatives/iiif/images/290/full/1140,/0/default.jpg"
291,9,Plate 291,,Capote entourée d’une guirlande.,Hood circled by a garland.,Emily Berger,"capote, guirlande",/img/derivatives/iiif/291/manifest.json,"/img/derivatives/iiif/images/291/full/250,/0/default.jpg","/img/derivatives/iiif/images/291/full/1140,/0/default.jpg"
292,9,Plate 292,,Toquet Brodé. Robe à Collet.,Embroidered Cap. Dress with collar.,Emily Berger,"toquet, collet",/img/derivatives/iiif/292/manifest.json,"/img/derivatives/iiif/images/292/full/250,/0/default.jpg","/img/derivatives/iiif/images/292/full/1140,/0/default.jpg"
293,9,Plate 293,,Costume de Bal.,Ball costume,Emily Berger,"costume, bal",/img/derivatives/iiif/293/manifest.json,"/img/derivatives/iiif/images/293/full/250,/0/default.jpg","/img/derivatives/iiif/images/293/full/1140,/0/default.jpg"
294,9,Plate 294,,Coeffure Grecque. Longchamp.,Greek hairstyle. Longchamp.,Anne Higonnet,"grecque, coeffure, longchamp",/img/derivatives/iiif/294/manifest.json,"/img/derivatives/iiif/images/294/full/250,/0/default.jpg","/img/derivatives/iiif/images/294/full/1140,/0/default.jpg"
295,9,Plate 295,,Chapeau et plumet de paille.,Hat and plume-like ornament in straw.,Jewel Britton,"chapeau, plumet, paille",/img/derivatives/iiif/295/manifest.json,"/img/derivatives/iiif/images/295/full/250,/0/default.jpg","/img/derivatives/iiif/images/295/full/1140,/0/default.jpg"
296,9,Plate 296,,Chapeau à la Hulan.,"Embroidered cap, with lappets",Anne Higonnet,"chapeau, hulan",/img/derivatives/iiif/296/manifest.json,"/img/derivatives/iiif/images/296/full/250,/0/default.jpg","/img/derivatives/iiif/images/296/full/1140,/0/default.jpg"
297,9,Plate 297,30 avril 1801,"Toquet Brodé, à Pointes.","Embroidered cap, with lappets",Emily Cormack,toquet,/img/derivatives/iiif/297/manifest.json,"/img/derivatives/iiif/images/297/full/250,/0/default.jpg","/img/derivatives/iiif/images/297/full/1140,/0/default.jpg"
298,9,Plate 298,May 1800,Costume d'un jeune homme,A young man's outfit,Brontë Hebdon,"jeune homme, costume",/img/derivatives/iiif/298/manifest.json,"/img/derivatives/iiif/images/298/full/250,/0/default.jpg","/img/derivatives/iiif/images/298/full/1140,/0/default.jpg"
299,9,Plate 299,10 mai 1801,Coeffure négligée en Cheveux.,Undressed hairstyle in hair.,Emily Cormack,"négligée, coeffure",/img/derivatives/iiif/299/manifest.json,"/img/derivatives/iiif/images/299/full/250,/0/default.jpg","/img/derivatives/iiif/images/299/full/1140,/0/default.jpg"
300,9,Plate 300,,Tunique garnie en Jais et en Feuillage.,Tunic decorated with Jet and Greenery.,Emily Berger,"tunique, jais, feuillage",/img/derivatives/iiif/300/manifest.json,"/img/derivatives/iiif/images/300/full/250,/0/default.jpg","/img/derivatives/iiif/images/300/full/1140,/0/default.jpg"
301,9,Plate 301,20 or 25 mai 1801?,Collier en serpent. Voile à la Religieuse.,Serpent necklace. Veil like a nun.,Emily Cormack,"collier, serpent, réligieuse",/img/derivatives/iiif/301/manifest.json,"/img/derivatives/iiif/images/301/full/250,/0/default.jpg","/img/derivatives/iiif/images/301/full/1140,/0/default.jpg"
302,9,Plate 302,,Chapeau à la Babet. Fichu en Ceinture.,Babet-style hat. Handkerchief used as a belt.,Emily Berger,"babet, chapeau fichu, ceinture",/img/derivatives/iiif/302/manifest.json,"/img/derivatives/iiif/images/302/full/250,/0/default.jpg","/img/derivatives/iiif/images/302/full/1140,/0/default.jpg"
303,9,Plate 303,,Amazone de Longchamp.,Longchamp riding-dress.,Emily Berger,"amazône, longchamp",/img/derivatives/iiif/303/manifest.json,"/img/derivatives/iiif/images/303/full/250,/0/default.jpg","/img/derivatives/iiif/images/303/full/1140,/0/default.jpg"
304,9,Plate 304,,Guirlandes de Pin. Tunique Grecque.,Pine garlands. Greek-style tunic.,Emily Berger,"pin, guirlandes, grecque, tunique",/img/derivatives/iiif/304/manifest.json,"/img/derivatives/iiif/images/304/full/250,/0/default.jpg","/img/derivatives/iiif/images/304/full/1140,/0/default.jpg"
305,9,Plate 305,,Capote de Satin. Tunique Russe.,Satin hood. Russian-style tunic.,Emily Berger,"capote, satin, tunique russe",/img/derivatives/iiif/305/manifest.json,"/img/derivatives/iiif/images/305/full/250,/0/default.jpg","/img/derivatives/iiif/images/305/full/1140,/0/default.jpg"
306,9,Plate 306,,Canezou garni de Dentelle.,High-waisted jacket decorated with lace.,Emily Berger,"canezou, dentelle",/img/derivatives/iiif/306/manifest.json,"/img/derivatives/iiif/images/306/full/250,/0/default.jpg","/img/derivatives/iiif/images/306/full/1140,/0/default.jpg"
307,9,Plate 307,,Chapeau de Paille sans Bord.,Straw hat without a brim.,Emily Berger,"chapeau, paille, bord",/img/derivatives/iiif/307/manifest.json,"/img/derivatives/iiif/images/307/full/250,/0/default.jpg","/img/derivatives/iiif/images/307/full/1140,/0/default.jpg"
308,9,Plate 308,,Toquet et canezou garnis en tulle.,Cap and high-waisted jacket decorated with tulle.,Emily Berger,"toquet, canezou, tulle",/img/derivatives/iiif/308/manifest.json,"/img/derivatives/iiif/images/308/full/250,/0/default.jpg","/img/derivatives/iiif/images/308/full/1140,/0/default.jpg"
309,9,Plate 309,,Capote de Satin. Robe de Crêpe.,Satin hood. Crape dress.,Emily Berger,"capote, satin, crêpe",/img/derivatives/iiif/309/manifest.json,"/img/derivatives/iiif/images/309/full/250,/0/default.jpg","/img/derivatives/iiif/images/309/full/1140,/0/default.jpg"
310,9,Plate 310,,Robe ouverte par devant.,Dress open in the front.,Emily Berger,robe,/img/derivatives/iiif/310/manifest.json,"/img/derivatives/iiif/images/310/full/250,/0/default.jpg","/img/derivatives/iiif/images/310/full/1140,/0/default.jpg"
311,9,Plate 311,,Cornette à pointes et à Boufette.,Cornett with lappets and Boufette.,Emily Berger,"cornette, pointes, boufette",/img/derivatives/iiif/311/manifest.json,"/img/derivatives/iiif/images/311/full/250,/0/default.jpg","/img/derivatives/iiif/images/311/full/1140,/0/default.jpg"
312,9,Plate 312,,Coeffure Antique. Robe ouverte.,Classical hairstyle. Open dress.,Emily Berger,antique,/img/derivatives/iiif/312/manifest.json,"/img/derivatives/iiif/images/312/full/250,/0/default.jpg","/img/derivatives/iiif/images/312/full/1140,/0/default.jpg"
313,9,Plate 313,,1. Capotes. 2. Chapeaux de Paille à jour. 3. Toquets. 4. Beguin. 5. Paysanne. 6. Demi Turbans.,1. Hoods. 2. Open-work straw hats. 3. Caps. 4. Cap. 5. Cottage. 6. Half-turbans.,Emily Berger,"capote, paille, toquets, béguin, paysanne, turban",/img/derivatives/iiif/313/manifest.json,"/img/derivatives/iiif/images/313/full/250,/0/default.jpg","/img/derivatives/iiif/images/313/full/1140,/0/default.jpg"
314,9,Plate 314,,Coeffure Etrusque. Tunique Grecque.,Etruscan hairstyle. Greek-style tunic.,Emily Berger,"etrusque, grecque, tunique",/img/derivatives/iiif/314/manifest.json,"/img/derivatives/iiif/images/314/full/250,/0/default.jpg","/img/derivatives/iiif/images/314/full/1140,/0/default.jpg"
315,9,Plate 315,,Coeffure Grecque. Schall Long.,Greek hairstyle. Long shawl.,Emily Berger,"grecque, schall",/img/derivatives/iiif/315/manifest.json,"/img/derivatives/iiif/images/315/full/250,/0/default.jpg","/img/derivatives/iiif/images/315/full/1140,/0/default.jpg"
316,9,Plate 316,1801,Costume d'un Jeune Homme.,Costume of a young man.,Barthélemy Glama,"costume, jeune homme",/img/derivatives/iiif/316/manifest.json,"/img/derivatives/iiif/images/316/full/250,/0/default.jpg","/img/derivatives/iiif/images/316/full/1140,/0/default.jpg"
317,9,Plate 317,,Capote Anglaise de Satin. Manches Brodées.,English hood in satin. Embroidered sleeves.,Emily Berger,"capote, anglaise, manches",/img/derivatives/iiif/317/manifest.json,"/img/derivatives/iiif/images/317/full/250,/0/default.jpg","/img/derivatives/iiif/images/317/full/1140,/0/default.jpg"
318,9,Plate 318,,Coeffure Grecque. Sautoir elastique.,Greek hairstyle. Long elastic necklace.,Emily Berger,"grecque, sautoir, elastique",/img/derivatives/iiif/318/manifest.json,"/img/derivatives/iiif/images/318/full/250,/0/default.jpg","/img/derivatives/iiif/images/318/full/1140,/0/default.jpg"
319,9,Plate 319,,Bonnet de Matin en Crêpe. Canezou à Manches longues.,Morning bonnet in crape. Long-sleeved short-waisted jacket.,Emily Berger,"bonnet, matin, canezou, manches",/img/derivatives/iiif/319/manifest.json,"/img/derivatives/iiif/images/319/full/250,/0/default.jpg","/img/derivatives/iiif/images/319/full/1140,/0/default.jpg"
320,9,Plate 320,,"Coeffure Antique, ornée de Perles. Robe à taille longue.","Classical hairstyle, ornamented with pearls. Dress with long waist.",Emily Berger,"antique, classic, perles, taille",/img/derivatives/iiif/320/manifest.json,"/img/derivatives/iiif/images/320/full/250,/0/default.jpg","/img/derivatives/iiif/images/320/full/1140,/0/default.jpg"
321,9,Plate 321,1801,Chapeau parfaitement rond. Habit boutonné.,Perfectly round hat. Buttoned suit.,Barthélemy Glama,"chapeau, boutonnés, habit",/img/derivatives/iiif/321/manifest.json,"/img/derivatives/iiif/images/321/full/250,/0/default.jpg","/img/derivatives/iiif/images/321/full/1140,/0/default.jpg"
322,9,Plate 322,18 or 23 août 1801?,Chapeau de Crêpe. Robe de Mousseline.,Crêpe hat. Muslin dress.,Emily Cormack,"mousseline, robe, crêpe",/img/derivatives/iiif/322/manifest.json,"/img/derivatives/iiif/images/322/full/250,/0/default.jpg","/img/derivatives/iiif/images/322/full/1140,/0/default.jpg"
323,9,Plate 323,,Tunique en cul de poule. Robe à taille Longue.,Hen’s ass tunic. Dress with long waist.,Emily Berger,"taille, tunique",/img/derivatives/iiif/323/manifest.json,"/img/derivatives/iiif/images/323/full/250,/0/default.jpg","/img/derivatives/iiif/images/323/full/1140,/0/default.jpg"
324,9,Plate 324,,Coeffure en Organdie. Tunique de Dentelle.,Organdy hairstyle. Lace tunic.,Emily Berger,"coeffure, tunique, organdie, dentelle",/img/derivatives/iiif/324/manifest.json,"/img/derivatives/iiif/images/324/full/250,/0/default.jpg","/img/derivatives/iiif/images/324/full/1140,/0/default.jpg"
325,9,Plate 325,,"Coeffure Mongue, ornée d’un Pavot. Canezou garni de Dentelle.","Mongue-style hair, ornamented with a poppy. Short-waisted jacket decorated with lace.",Emily Berger,"mongue, pavot, canezou, dentelle",/img/derivatives/iiif/325/manifest.json,"/img/derivatives/iiif/images/325/full/250,/0/default.jpg","/img/derivatives/iiif/images/325/full/1140,/0/default.jpg"
326,9,Plate 326,,Voile drapé. Fichu-Chemise.,Draped veil. Handkerchief chemise.,Emily Berger,"voile, drapé, fichu, chemise",/img/derivatives/iiif/326/manifest.json,"/img/derivatives/iiif/images/326/full/250,/0/default.jpg","/img/derivatives/iiif/images/326/full/1140,/0/default.jpg"
327,9,Plate 327,,Voile pose à plat. Robe à Taille longue.,Veil laid flat. Dress with long waist.,Emily Berger,"voile, taille",/img/derivatives/iiif/327/manifest.json,"/img/derivatives/iiif/images/327/full/250,/0/default.jpg","/img/derivatives/iiif/images/327/full/1140,/0/default.jpg"
328,9,Plate 328,,"Voile de dentelle, à plat. Robe de mousseline brochée.","Lace veil, worn flat. Dress in muslin damask.",Emily Berger,"voile, dentelle, mousseline, brochée, damask",/img/derivatives/iiif/328/manifest.json,"/img/derivatives/iiif/images/328/full/250,/0/default.jpg","/img/derivatives/iiif/images/328/full/1140,/0/default.jpg"
329,9,Plate 329,12 septembre 1801,Mise d'un Jeune Homme,Outfit of a Young Man,Zoë Dostal,"mise, jeune homme",/img/derivatives/iiif/329/manifest.json,"/img/derivatives/iiif/images/329/full/250,/0/default.jpg","/img/derivatives/iiif/images/329/full/1140,/0/default.jpg"
330,9,Plate 330,,Chapeau de Crêpe. Montre renfermée dans une boule.,Crape hat. Watch enclosed in a ball.,Emily Berger,"chapeau, crêpe, montre, boule",/img/derivatives/iiif/330/manifest.json,"/img/derivatives/iiif/images/330/full/250,/0/default.jpg","/img/derivatives/iiif/images/330/full/1140,/0/default.jpg"
331,9,Plate 331,,Voile drapé en Turban. Tuniquede Mousseline brodée.,Veil draped in a turban. Embroidered muslin tunic.,Emily Berger,"voile, turban, mousseline, tunique",/img/derivatives/iiif/331/manifest.json,"/img/derivatives/iiif/images/331/full/250,/0/default.jpg","/img/derivatives/iiif/images/331/full/1140,/0/default.jpg"
332,10,Plate 332,02 octobre 1801,Triple Aigrette de Diamans. Schall de Cachemire,Triple Crest of Diamonds. Cashmere Shawl.,Zoë Dostal,"aigrette, diamans, cachemire, schall",/img/derivatives/iiif/332/manifest.json,"/img/derivatives/iiif/images/332/full/250,/0/default.jpg","/img/derivatives/iiif/images/332/full/1140,/0/default.jpg"
333,10,Plate 333,07 octobre 1801,Corsage garni en Tulle. Manches à l'Anglaise.,Corset decorated in Tulle. English Sleeves.,Zoë Dostal,"corsage, tulle, anglaise, manches",/img/derivatives/iiif/333/manifest.json,"/img/derivatives/iiif/images/333/full/250,/0/default.jpg","/img/derivatives/iiif/images/333/full/1140,/0/default.jpg"
334,10,Plate 334,07 octobre 1801,"1. Bonnets d'Enfans. 2. Chapeau d'éffilé nuancé. 3. Paysanes. 4. Toquets de Dent.le en Tulle. 5. Cornette en Diadême. 6. Coeffures allongées, en Mousseline.","1. Children’s bonnets. 2. Hat with nuanced fringe. 3. Cottages. 4. Bonnet in tulle lace. 5. Cornett in tiara. 6. Elongated hairstyles, in muslin.
",Zoë Dostal,"coiffure, chapeau, turban, réligieuse",/img/derivatives/iiif/334/manifest.json,"/img/derivatives/iiif/images/334/full/250,/0/default.jpg","/img/derivatives/iiif/images/334/full/1140,/0/default.jpg"
335,10,Plate 335,,Chapeau de Crêpe. Brasselet à Mailles Elastiques.,Crape hat. Bracelet with elastic links.,Emily Berger,"crêpe, chapeau, brasselet, elastiques",/img/derivatives/iiif/335/manifest.json,"/img/derivatives/iiif/images/335/full/250,/0/default.jpg","/img/derivatives/iiif/images/335/full/1140,/0/default.jpg"
336,10,Plate 336,,Corsage échancré. Fichu-écharpe à glands.,Low-necked bodice. Handkerchief-scarf with tassels.,Emily Berger,"corsage, fichu, écharpe, glands",/img/derivatives/iiif/336/manifest.json,"/img/derivatives/iiif/images/336/full/250,/0/default.jpg","/img/derivatives/iiif/images/336/full/1140,/0/default.jpg"
337,10,Plate 337,,Coeffure Oblongue en Mousseline. Robe de Dentelle.,Oblong hairstyle in muslin. Lace Dress.,Emily Berger,"mousseline, dentelle, robe",/img/derivatives/iiif/337/manifest.json,"/img/derivatives/iiif/images/337/full/250,/0/default.jpg","/img/derivatives/iiif/images/337/full/1140,/0/default.jpg"
338,10,Plate 338,,Turban ouvert. Tunique Drapée.,Open turban. Draped tunic.,Emily Berger,"turban, drapée, tunique",/img/derivatives/iiif/338/manifest.json,"/img/derivatives/iiif/images/338/full/250,/0/default.jpg","/img/derivatives/iiif/images/338/full/1140,/0/default.jpg"
339,10,Plate 339,,Chapeau de Sparterie-paille. Schall de Cachemire.,Hat in plaited straw. Cashmere shawl.,Emily Berger,"cachemire, cashmere, shawl, schall",/img/derivatives/iiif/339/manifest.json,"/img/derivatives/iiif/images/339/full/250,/0/default.jpg","/img/derivatives/iiif/images/339/full/1140,/0/default.jpg"
340,10,Plate 340,,Turban de fantaisie. Robe Croisée en fichu.,Fancy turban. Dressed crossed like a handkerchief.,Emily Berger,"fantasie, turban, fichu",/img/derivatives/iiif/340/manifest.json,"/img/derivatives/iiif/images/340/full/250,/0/default.jpg","/img/derivatives/iiif/images/340/full/1140,/0/default.jpg"
341,10,Plate 341,,1. Turban en pyramide. 2. Coeffures oblongues faites avec un voile. 3. Voile de mousseline sur un Béguin. 4. Coeffure de fantaisie.,1. Pyramid turban. 2. Oblong hairstyles made with a veil. 3. Muslin veil on a bonnet. 4. Fancy hairstyle.,Emily Berger,"turban, pyramide, voile",/img/derivatives/iiif/341/manifest.json,"/img/derivatives/iiif/images/341/full/250,/0/default.jpg","/img/derivatives/iiif/images/341/full/1140,/0/default.jpg"
342,10,Plate 342,,Chapeau de Crêpe quadrillé. Schall de Cachemire.,Hat in squared crape. Cashmere shawl.,Emily Berger,"quadrillé, cachemire, schall",/img/derivatives/iiif/342/manifest.json,"/img/derivatives/iiif/images/342/full/250,/0/default.jpg","/img/derivatives/iiif/images/342/full/1140,/0/default.jpg"
